16 103.9390001288 
24 154.8988422074 
32 205.2029026679 
48 303.8936697423 
64 400.1081467313 
96 585.4719068965 
128 761.9780900498 
192 1090.8414568793 
256 1391.0171330276 
384 1919.1157549416 
512 2368.7658539196 
768 3093.5979005326 
1024 3652.4084500825 
1536 4457.6059231961 
2048 5009.8310301802 
3072 5718.2265999068 
4096 6153.2658507702 
6144 6659.9509227566 
8192 6945.9290221897 
12288 7257.5688166512 
16384 7424.1160114524 
24576 7598.4866117960 
32768 7688.7800002505 
